City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
369,batagay-alyta,67.8006,130.4114,-40.78,88,11,1.92,RU,1670352475
370,pacific grove,36.6177,-121.9166,11.12,89,100,3.58,US,1670352476
371,san agustin,20.5333,-103.4667,23.62,35,0,2.06,MX,1670352476
372,zemio,5.0314,25.1361,24.21,47,13,1.21,CF,1670352477
373,teberda,43.4456,41.7448,-2.33,90,30,2.97,RU,1670352477
374,hamilton,39.1834,-84.5333,11.8,96,100,2.06,US,1670352307
375,oktyabrskoye,43.0645,44.7417,-3.92,93,100,5.0,RU,1670352477
376,pimampiro,0.4,-77.9667,21.12,62,72,1.18,EC,1670352478
377,sakakah,29.9697,40.2064,15.76,58,0,3.31,SA,1670352478
378,harbour breton,47.4833,-55.7983,4.6,82,37,3.64,CA,1670352478
379,castelbuono,37.932,14.0886,14.23,69,100,3.76,IT,1670352479
380,shaoguan,24.8,113.5833,8.58,86,63,1.18,CN,1670352479
381,bassano,50.7834,-112.4685,-23.53,96,100,2.88,CA,1670352480
382,veraval,20.9,70.3667,22.81,47,0,5.27,IN,1670352480
383,calvinia,-31.4707,19.776,16.26,51,4,3.55,ZA,1670352480
384,paamiut,61.994,-49.6678,1.27,93,100,4.83,GL,1670352481
385,trelew,-43.249,-65.3051,28.74,13,19,2.79,AR,1670352481
386,jurm,36.8648,70.8342,0.39,65,96,1.69,AF,1670352481
387,superior,46.7208,-92.1041,-5.29,84,100,4.63,US,1670352309
388,las choapas,17.9333,-94.0833,26.92,72,26,1.21,MX,1670352482
389,bairiki,1.3292,172.9752,26.0,89,75,2.57,KI,1670352483
390,manjo,4.8428,9.8217,22.82,89,100,0.28,CM,1670352483
391,westport,41.1415,-73.3579,14.86,76,100,5.14,US,1670352353
392,yangshan,28.7615,115.0287,5.76,90,100,0.4,CN,1670352484
393,hobyo,5.3505,48.5268,26.08,77,100,6.41,SO,1670352485
394,walvis bay,-22.9575,14.5053,17.53,72,0,6.17,NA,1670352485
395,kochki,54.3358,80.4806,-20.72,96,100,2.51,RU,1670352486
396,beya,53.0533,90.9139,-21.36,95,11,1.62,RU,1670352486
397,ola,59.5833,151.2833,-21.59,93,92,5.66,RU,1670352487
398,acapulco,16.8634,-99.8901,28.77,61,0,2.73,MX,1670352287
399,maningrida,-12.0667,134.2667,26.26,79,100,2.2,AU,1670352487
400,matara,5.9485,80.5353,24.65,90,100,1.85,LK,1670352488
401,strezhevoy,60.7333,77.5889,-19.89,99,93,2.91,RU,1670352488
402,saint-francois,46.4154,3.9054,2.04,100,100,0.0,FR,1670352488
403,lasem,-6.6922,111.4527,24.67,90,100,2.68,ID,1670352490
404,bethel,41.3712,-73.414,14.16,76,100,1.54,US,1670352490
405,sola,-13.8833,167.55,23.37,100,51,0.0,VU,1670352491
406,meadow lake,34.8014,-106.5436,13.14,48,38,2.95,US,1670352491
407,warrnambool,-38.3833,142.4833,10.08,86,5,1.92,AU,1670352492
408,inirida,3.8653,-67.9239,29.41,70,37,1.18,CO,1670352492
409,bria,6.5423,21.9863,25.15,34,4,1.25,CF,1670352492
410,thanh hoa,19.8,105.7667,17.17,83,100,2.08,VN,1670352493
411,miandrivazo,-19.5167,45.4667,25.27,74,43,2.16,MG,1670352493
412,vestmanna,62.1564,-7.1664,1.51,64,75,10.29,FO,1670352494
413,maragogi,-9.0122,-35.2225,27.03,67,100,3.97,BR,1670352457
414,klaksvik,62.2266,-6.589,2.51,64,100,11.04,FO,1670352495
415,buchanan,5.8808,-10.0467,26.46,81,30,3.5,LR,1670352495
416,alekseyevskaya,50.2896,42.1845,-10.66,70,11,4.11,RU,1670352496
417,kloulklubed,7.0419,134.2556,23.28,73,100,3.49,PW,1670352496
418,vila velha,-20.3297,-40.2925,25.97,84,100,5.14,BR,1670352497
419,tautira,-17.7333,-149.15,25.78,78,41,8.79,PF,1670352497
420,dumai,1.6833,101.45,23.23,97,100,0.1,ID,1670352497
421,itarema,-2.9248,-39.9167,28.72,61,100,8.78,BR,1670352498
422,merauke,-8.4667,140.3333,24.66,85,100,4.15,ID,1670352498
423,turayf,31.6725,38.6637,11.14,87,0,2.57,SA,1670352499
424,touros,-5.1989,-35.4608,27.94,64,87,6.29,BR,1670352499
425,karla,59.3723,24.9275,-3.16,88,75,3.09,EE,1670352500
426,luanda,-8.8368,13.2343,27.0,83,75,4.12,AO,1670352500
427,lobito,-12.3481,13.5456,25.52,81,100,1.75,AO,1670352501
428,boa vista,2.8197,-60.6733,28.99,65,75,7.2,BR,1670352501
429,erenhot,43.6475,111.9767,-11.23,56,32,4.26,CN,1670352502
430,limoeiro do ajuru,-1.8953,-49.3806,29.84,63,84,2.76,BR,1670352502
431,coihaique,-45.5752,-72.0662,15.97,51,100,4.63,CL,1670352492
432,gamba,-2.65,10.0,24.2,89,100,2.16,GA,1670352503
433,sao bento,-6.2833,-37.75,32.18,29,94,5.56,BR,1670352503
434,hofn,64.2539,-15.2082,1.0,61,23,3.41,IS,1670352504
435,soyo,-6.1349,12.3689,24.81,83,100,1.98,AO,1670352504
436,jumla,29.2747,82.1838,4.28,31,0,2.39,NP,1670352505
437,college,64.8569,-147.8028,-4.33,89,75,0.0,US,1670352505
438,zatoka,46.0725,30.4654,5.18,80,92,5.73,UA,1670352505
439,taoudenni,22.6783,-3.9836,28.87,30,0,0.63,ML,1670352506
440,codrington,-38.2667,141.9667,8.55,93,3,2.14,AU,1670352506
441,tupaciguara,-18.5922,-48.705,26.76,53,48,3.65,BR,1670352507
442,kasane,-17.8167,25.15,20.13,80,100,2.67,BW,1670352507
443,ribnitz-damgarten,54.25,12.4667,3.38,100,66,3.6,DE,1670352508
444,marquette,46.5333,-87.6335,-0.1,63,49,3.14,US,1670352508
445,ratnagiri,16.9833,73.3,24.94,66,0,2.28,IN,1670352509
446,guiyang,26.5833,106.7167,3.27,93,100,4.0,CN,1670352509
447,ankang,32.68,109.0172,5.23,71,78,0.79,CN,1670352510
448,joao pinheiro,-17.7425,-46.1725,26.08,59,100,1.78,BR,1670352510
449,abasolo,20.45,-101.5167,27.44,17,0,0.97,MX,1670352510
450,bud,39.447,-86.1758,10.38,91,100,1.3,US,1670352511
451,yeppoon,-23.1333,150.7333,20.88,84,0,1.83,AU,1670352512
452,bandarbeyla,9.4942,50.8122,25.28,71,99,7.29,SO,1670352513
453,santa fe,-31.6333,-60.7,38.88,24,0,1.79,AR,1670352456
454,havelock,34.8791,-76.9013,22.99,79,75,4.12,US,1670352513
455,seymchan,62.8833,152.4333,-47.6,98,56,0.45,RU,1670352514
456,camargo,27.6667,-105.1667,25.29,31,95,3.08,MX,1670352514
457,rio verde de mato grosso,-18.9181,-54.8442,31.1,50,100,2.69,BR,1670352515
458,palmer,42.1584,-72.3287,13.81,77,100,1.54,US,1670352515
459,cockburn town,21.4612,-71.1419,25.83,61,99,7.13,TC,1670352267
460,kiruna,67.8557,20.2251,-8.49,67,73,1.54,SE,1670352217
461,kaduna,10.5222,7.4383,24.05,22,26,3.81,NG,1670352516
462,puerto suarez,-18.95,-57.8,35.31,49,75,4.12,BO,1670352516
463,mpanda,-6.3655,31.0409,18.44,91,5,1.06,TZ,1670352516
464,alamo,20.9167,-97.6833,27.72,64,52,1.59,MX,1670352517
465,den helder,52.9599,4.7593,7.21,81,100,4.63,NL,1670352517
466,najran,17.4924,44.1277,18.36,26,0,1.1,SA,1670352518
467,fortuna,40.5982,-124.1573,9.4,88,0,3.6,US,1670352518
468,naila,50.3167,11.7,1.44,76,100,2.57,DE,1670352519
469,porbandar,21.6422,69.6093,22.46,38,0,5.25,IN,1670352519
470,beringovskiy,63.05,179.3167,-9.94,90,100,4.28,RU,1670352520
471,hambantota,6.1241,81.1185,25.19,100,40,1.03,LK,1670352520
472,coolum beach,-26.5333,153.1,20.62,92,12,2.92,AU,1670352521
473,khao yoi,13.2403,99.8243,23.15,87,100,2.68,TH,1670352521
474,maniitsoq,65.4167,-52.9,0.37,84,100,12.87,GL,1670352522
475,srandakan,-7.9386,110.2506,23.7,91,100,1.54,ID,1670352522
476,bonthe,7.5264,-12.505,27.23,79,96,4.71,SL,1670352522
477,cayenne,4.9333,-52.3333,26.02,89,75,0.51,GF,1670352523
478,kolda,12.8833,-14.95,34.17,43,0,2.06,SN,1670352523
479,mamallapuram,12.6264,80.1722,26.03,75,100,5.65,IN,1670352524
480,caldwell,43.6629,-116.6874,1.75,94,100,2.06,US,1670352524
481,erzin,36.9559,36.2,14.59,59,76,1.44,TR,1670352524
482,pandamatenga,-18.5278,25.627,19.15,78,100,2.28,BW,1670352525
483,pancesti,46.3333,27.0833,3.02,93,100,4.86,RO,1670352525
484,lebyazhye,55.2689,66.4947,-20.19,100,42,1.6,RU,1670352526
485,tiete,-23.1019,-47.7147,25.12,72,90,4.88,BR,1670352526
486,puerto palomas,31.7667,-107.6167,17.89,42,100,5.91,MX,1670352375
487,nizwa,22.9333,57.5333,19.54,50,0,1.38,OM,1670352526
488,masterton,-40.9597,175.6575,13.82,78,100,1.87,NZ,1670352474
489,bugene,-1.5911,31.1403,14.58,90,59,0.6,TZ,1670352527
490,santa maria,-29.6842,-53.8069,31.61,58,40,4.12,BR,1670352528
491,yarkovo,57.4028,67.0786,-19.44,98,24,2.04,RU,1670352528
492,talaya,61.3833,152.75,-41.49,100,76,0.32,RU,1670352528
493,qinhuangdao,39.9317,119.5883,-1.42,27,0,4.98,CN,1670352529
494,nanortalik,60.1432,-45.2371,2.39,98,100,2.82,GL,1670352529
495,nosy varika,-20.5833,48.5333,24.07,79,97,2.0,MG,1670352530
496,lakes entrance,-37.8811,147.981,10.09,88,13,1.99,AU,1670352530
497,krasnyy chikoy,50.3643,108.7512,-11.63,91,100,3.82,RU,1670352530
498,port hardy,50.6996,-127.4199,2.1,100,100,1.03,CA,1670352352
499,sawai madhopur,25.9833,76.3667,13.33,31,0,1.12,IN,1670352531
500,le port,-20.9373,55.2919,26.0,70,51,2.9,RE,1670352531
501,qaqortoq,60.7167,-46.0333,1.59,99,100,2.14,GL,1670352531
502,verkhnyaya inta,65.9811,60.3094,-11.71,82,100,5.89,RU,1670352532
503,pyshchug,58.8873,45.7134,-10.06,84,100,4.11,RU,1670352532
504,dijkot,31.2167,72.9833,16.56,29,0,1.76,PK,1670352532
505,katangli,51.7102,143.2326,-16.94,94,100,2.2,RU,1670352533
506,lavrentiya,65.5833,-171.0,-6.81,91,97,0.64,RU,1670352533
507,sanmenxia,34.7747,111.1814,2.4,53,3,0.73,CN,1670352533
508,tabuk,17.4189,121.4443,23.03,93,92,0.84,PH,1670352534
509,puerto ayacucho,5.6639,-67.6236,31.24,55,45,4.47,VE,1670352534
510,beira,-19.8436,34.8389,27.15,82,0,6.45,MZ,1670352535
511,kumano,34.3442,132.5894,3.51,68,38,2.74,JP,1670352535
512,port lincoln,-34.7333,135.8667,14.46,72,60,7.56,AU,1670352535
513,beisfjord,68.3751,17.5988,-0.97,91,86,4.66,NO,1670352536
514,labuan,5.2767,115.2417,26.2,94,20,0.0,MY,1670352493
515,zabid,14.1951,43.3152,24.68,68,2,5.46,YE,1670352536
516,sawtell,-30.3833,153.1,17.88,94,40,0.0,AU,1670352536
517,andenes,69.3143,16.1194,0.52,93,100,10.29,NO,1670352537
518,naryan-mar,67.6713,53.087,-10.23,91,100,6.67,RU,1670352537
519,bocas del toro,9.3333,-82.25,27.08,69,10,3.62,PA,1670352537
520,ndele,8.4109,20.6473,25.71,23,9,2.54,CF,1670352538
521,ouesso,1.6136,16.0517,23.48,79,98,0.65,CG,1670352538
522,maumere,-8.6199,122.2111,26.28,75,94,1.29,ID,1670352539
523,harda,22.3333,77.1,17.74,61,0,2.88,IN,1670352539
524,nemuro,43.3236,145.575,1.24,78,100,1.5,JP,1670352539
525,opuwo,-18.0607,13.84,23.23,25,2,4.23,NA,1670352540
526,ghanzi,-21.5667,21.7833,24.17,52,3,8.89,BW,1670352540
527,taganak,6.0833,118.3,25.08,77,74,3.36,PH,1670352540
528,pindobacu,-10.7417,-40.3608,26.06,68,77,3.45,BR,1670352541
529,tiznit,29.5833,-9.5,16.64,66,100,1.57,MA,1670352541
530,nanyang,32.9947,112.5328,4.29,63,0,1.61,CN,1670352541
531,nalut,30.3333,10.85,20.3,17,94,4.49,LY,1670352542
532,margherita,27.2833,95.6833,15.54,74,2,1.06,IN,1670352542
533,lakatoro,-16.0999,167.4164,26.93,78,94,1.63,VU,1670352543
534,khorixas,-20.3667,14.9667,19.1,30,0,5.86,NA,1670352543
535,hata,26.7461,83.7403,14.78,46,0,3.06,IN,1670352544
536,ibotirama,-12.1853,-43.2206,28.39,64,90,1.46,BR,1670352544
537,kokubu,31.7333,130.7667,5.1,77,66,2.36,JP,1670352544
538,hay river,60.8156,-115.7999,-33.01,75,20,3.09,CA,1670352545
539,otukpo,7.1913,8.1329,27.7,19,95,2.16,NG,1670352545
540,smidovich,48.6,133.8167,-18.51,97,49,2.64,RU,1670352546
541,gondar,12.6,37.4667,14.66,42,6,2.16,ET,1670352546
542,fort nelson,58.8053,-122.7002,-33.23,68,40,1.03,CA,1670352547
543,lubao,14.9167,120.55,26.84,85,53,1.84,PH,1670352547
544,tailai,46.3833,123.4,-11.0,79,83,4.51,CN,1670352548
545,quatre cocos,-20.2078,57.7625,25.06,82,29,7.63,MU,1670352548
546,erdenet,49.0333,104.0833,-22.75,85,2,1.86,MN,1670352548
547,leningradskiy,69.3833,178.4167,-19.79,95,44,3.21,RU,1670352549
548,meget,52.415,104.0494,-6.58,94,100,3.92,RU,1670352549
549,shingu,33.7333,135.9833,6.19,69,100,2.42,JP,1670352550
550,pemba,-12.974,40.5178,27.39,83,75,5.36,MZ,1670352550
551,muchkapskiy,51.8513,42.4717,-8.81,77,16,3.41,RU,1670352550
552,linxia,35.6003,103.2064,-2.39,56,10,0.37,CN,1670352551
553,kailua,21.4022,-157.7394,26.06,84,0,0.45,US,1670352552
554,urucui,-7.2294,-44.5561,32.02,46,4,3.47,BR,1670352552
555,kisangani,0.5167,25.2,24.84,76,100,0.68,CD,1670352553
556,aqtobe,50.2797,57.2072,-18.95,78,40,3.0,KZ,1670352553
557,acajutla,13.5928,-89.8275,28.96,52,0,2.92,SV,1670352553
558,maarianhamina,60.0973,19.9348,-3.08,100,100,0.51,AX,1670352554
559,krasnyy yar,46.5331,48.3456,-11.04,68,0,3.27,RU,1670352554
560,pernem,15.7167,73.8,22.68,37,7,1.76,IN,1670352555
561,pemberton,50.3164,-122.8027,0.37,86,88,1.58,CA,1670352555
562,gouyave,12.1646,-61.7296,29.43,62,20,4.12,GD,1670352556
563,horodnytsya,50.807,27.3168,-2.11,92,100,5.72,UA,1670352556
564,sosnovka,56.255,51.2842,-17.68,99,88,1.84,RU,1670352557
565,lucea,18.451,-78.1736,29.36,60,0,8.59,JM,1670352557
566,hunterville,-39.9333,175.5667,12.05,75,100,4.52,NZ,1670352558
567,adrar,20.5022,-10.0711,27.1,30,0,1.24,MR,1670352558
568,tahe,52.3333,124.7333,-21.88,99,100,1.26,CN,1670352559
569,rajaldesar,28.0333,74.4667,14.92,28,0,1.79,IN,1670352559
570,manoel urbano,-8.8389,-69.2597,30.02,59,100,1.07,BR,1670352559
571,pampa,35.5362,-100.9599,11.02,43,0,0.0,US,1670352560
572,wagga wagga,-35.1167,147.3667,12.69,53,59,0.98,AU,1670352560
573,vila,42.0304,-8.1588,7.61,89,100,0.49,PT,1670352561
574,grand bank,47.0999,-55.765,4.0,88,23,4.84,CA,1670352352
575,chicama,-7.8447,-79.1469,20.3,56,86,4.93,PE,1670352561
576,rincon,32.296,-81.2354,22.98,81,7,0.81,US,1670352562
577,bambanglipuro,-7.95,110.2833,23.68,91,100,1.53,ID,1670352562
578,nobres,-14.7203,-56.3275,31.48,49,100,3.33,BR,1670352562
579,coxim,-18.5067,-54.76,33.45,40,89,3.75,BR,1670352563
580,blythe,33.6103,-114.5964,16.69,41,0,2.57,US,1670352563
581,port-cartier,50.0334,-66.8654,3.12,94,100,2.25,CA,1670352564
582,polunochnoye,60.8697,60.4153,-20.15,98,17,1.56,RU,1670352564
583,yar-sale,66.8333,70.8333,-18.88,99,27,2.47,RU,1670352565
584,taguatinga,-12.3857,-46.5711,28.47,60,94,0.87,BR,1670352565
585,kununurra,-15.7667,128.7333,26.99,94,75,0.0,AU,1670352566
586,ternate,0.8,127.4,26.74,78,35,0.49,ID,1670352566
587,bismarck,46.8083,-100.7837,-9.09,77,75,5.14,US,1670352300
